,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5
MOM_RCI26_TSZ_20D,1.6578936166104953e-05,4.219091244737795e-05,9.274854922588229e-05,1.9897065158623393e-05,2.4544323298267275e-05,8.268315918893805e-05
MOM_RCI26_TSR_252D,8.819702280096516e-06,0.000340523457399515,0.0002915241043024277,0.00025331750572265996,0.0004975213872795159,0.0006655262119027925
MOM_RCI26Diff_TSZ_20D,0.0,5.048660247963773e-05,5.598072551567204e-05,3.185389547647553e-05,2.7274287082949928e-05,5.7252926540332996e-05
MOM_RCI26Diff_TSR_252D,2.6986814397883683e-05,5.45167030047787e-05,2.005881428415403e-05,4.227740525618258e-05,0.00012592183512476825,0.00014082420797775167
MOM_RCI52_TSZ_20D,9.411506554898957e-05,0.0002529217651169392,8.923836306132188e-05,0.0006914581108948844,0.0005598920851844622,0.0004141628292042269
MOM_RCI52_TSR_252D,2.1616852900956184e-05,0.0013728360206623554,0.0005113449883102654,1.3674826679438066e-05,0.0004612782548284718,0.0007358134964717752
MOM_Momentum12-1_TSZ_20D,2.7554881814358828e-05,0.0001240815163831074,5.750537345655313e-05,1.822650189945701e-05,5.093917984615371e-05,0.0001364082535683695
MOM_Momentum12-1_TSR_252D,0.0,0.00011417132444882131,4.646715653407623e-05,6.341235365523023e-06,0.00018318396379283787,0.00033608248825586486
MOM_RetIntraday_TSZ_20D,5.486890662444066e-05,1.7613798770101155e-05,9.50094226315429e-05,8.331114662923014e-05,9.43111868306473e-05,0.00010957174424385541
MOM_RetIntraday_TSR_252D,2.479917550753424e-05,9.477291316866775e-05,0.00010593047432751918,5.3749012482487046e-05,0.00010713280156390885,6.451522834970083e-05
MOM_WinRate10d_TSZ_20D,2.3937973664150937e-05,3.6522429714305724e-05,6.603997452675729e-05,1.7556769088131596e-05,2.0822505612475632e-05,0.00010745463901631541
MOM_WinRate10d_TSR_252D,8.398172067771303e-06,6.028160301347885e-06,2.2439184613373443e-05,4.4805359169036244e-05,0.0,8.345876823156593e-06
MOM_MADev25_TSZ_20D,0.0,4.807549875965502e-05,3.9740951114429113e-05,8.773362253300642e-06,0.0,2.8949407137194594e-05
MOM_MADev25_TSR_252D,0.0,3.255878196726996e-05,4.242562515198046e-05,5.7530233556381815e-05,5.112374238709679e-05,3.833373331981895e-05
MOM_MADev75_TSZ_20D,0.0,1.7676204671222866e-05,3.0205473921946903e-05,0.0,2.067790356185469e-05,7.232190029106379e-05
MOM_MADev75_TSR_252D,9.34993101856792e-05,0.001033132761487579,0.00012889104945217918,6.054645267767475e-05,0.00024547862228654503,0.000680057563899981
MOM_MADev200_TSZ_20D,3.895227645523625e-05,2.6812624368532763e-05,8.509373755768859e-06,0.00010499466975843085,8.002925145181727e-05,4.4015622639616364e-05
MOM_MADev200_TSR_252D,1.2503092466123463e-05,4.47951298117129e-05,2.3323874239037527e-05,0.00011749987339900421,0.0,5.8015150852188664e-05
MOM_Return6m_TSZ_20D,0.00010080113793743087,8.948227870337273e-05,0.00014949289860991642,0.00010470197102765492,5.881775503983283e-05,0.00022656956289556846
MOM_Return6m_TSR_252D,3.6705704211087835e-05,9.675229637374691e-05,0.00015054612862218099,0.00010128693463426755,2.508449440393519e-05,0.00020356095776975308
MOM_Return12m_TSZ_20D,1.041443814772534e-05,7.816881567539215e-05,0.0005121408631704816,5.0106768818539205e-05,4.414905716885219e-05,0.000485609091408808
MOM_Return12m_TSR_252D,7.83795372312725e-05,4.3576274233904374e-05,0.00025520819116952773,5.4953298379889285e-05,0.00013797979525009116,0.00036565192926304877
MOM_High52wDist_TSZ_20D,2.651823276160248e-05,1.4954835408352021e-05,3.37600932187436e-05,6.797819932231452e-05,3.264846072699545e-05,0.0
MOM_High52wDist_TSR_252D,1.5166126763173702e-05,5.064062675345553e-06,9.280275926547616e-05,0.00010255910118488254,5.034597237946278e-05,2.800302670139434e-05
VOL_MAE5_TSZ_20D,2.9093663397236407e-05,0.00011064587583633093,2.338322151796458e-05,1.9420595445577804e-05,6.771624907990934e-05,4.459842693685079e-05
VOL_MAE5_TSR_252D,7.429494082821128e-05,7.473224771066408e-05,0.00011710824285580939,9.174990507843102e-05,2.6752371186450185e-05,3.1855501836147045e-05
VOL_MAE10_TSZ_20D,0.0,1.8957582981852285e-05,3.325185205428841e-05,3.692100175760985e-05,4.60133974694995e-05,8.068644244278757e-05
VOL_MAE10_TSR_252D,0.0,4.5342811960153315e-05,0.0,9.08112572021765e-06,5.118604181982201e-05,5.736394678591708e-05
VOL_DownsideRun_TSZ_20D,9.227946283805295e-06,5.301840588201403e-05,2.213408509985296e-05,4.491875245548758e-05,3.7415929034024854e-05,8.727180589854478e-05
VOL_DownsideRun_TSR_252D,2.584434630881626e-05,0.00028207070177776924,4.519610843575459e-05,3.0357067543998024e-05,3.268757435015961e-05,5.2552148911832254e-05
VOL_ReturnSkewnessDiff_TSZ_20D,1.0861507442021967e-05,0.0001531002594780637,2.0435693534637377e-05,1.2617645745766752e-05,3.4448178351999815e-05,5.386435825090831e-05
VOL_ReturnKurtosis_TSZ_20D,6.313246110958871e-05,1.8125219819819323e-05,2.0425685071651383e-05,5.306060760752111e-05,6.390195180338647e-05,4.545007440038249e-05
VOL_ReturnKurtosis_TSR_252D,1.8825533608044243e-05,5.412270255186645e-05,2.4690434903413865e-05,6.634772188244868e-05,2.928407591946669e-05,8.13150032556517e-05
VOL_GapAbs_TSZ_20D,2.5070036999145513e-05,5.6883068242799484e-05,0.00015485673486054146,0.000160901991266229,2.1435696590723686e-05,5.2609585874581905e-05
VOL_GapAbs_TSR_252D,0.000118255935872913,8.684800385567181e-05,8.370238703930912e-05,9.188446954359524e-05,5.840546018146586e-05,0.000139637932883033
VOL_LargeMoveCount_TSZ_20D,1.9015366735387328e-05,0.000110231603053305,4.713015476158787e-05,0.0,5.258202390178705e-05,3.5328717297321954e-05
VOL_LargeMoveCount_TSR_252D,0.0,5.3425430796756535e-05,0.00010309529715972219,4.9225828650097525e-05,2.3717477079086573e-05,5.821747138702331e-05
VOL_RangeRatioLong_TSZ_20D,3.4202963913660474e-05,6.083147897673378e-05,0.00024539831142248326,9.20757439068356e-05,6.630791383303265e-06,2.8551336706271573e-05
VOL_RangeRatioLong_TSR_252D,5.313346614223775e-06,1.638656005127309e-05,5.082042458307674e-05,4.63315478464295e-05,8.664165641792004e-06,0.00017534082843888527
VOL_ATRRatio_TSZ_20D,7.952974834227216e-05,0.00011601727934195916,7.191877833986248e-05,5.134469104958513e-05,5.732403029204178e-05,7.671453802812826e-05
VOL_ATRRatio_TSR_252D,3.0750147560409525e-05,5.8086332917271956e-05,0.0005563366417060576,8.293038600280803e-05,5.463373072402624e-05,0.0002447371564020664
VOL_ATRSqueeze_TSZ_20D,0.0,0.00033062891419121196,7.270754130142672e-05,6.858159373836221e-05,5.8388673529814275e-05,0.0001414975077941725
VOL_ATRSqueeze_TSR_252D,1.5952513142606646e-05,0.00010447844464123254,0.00011340148414902182,1.8421617974128018e-05,8.43274214673099e-05,6.705177892948487e-05
VOL_ATRSqueezeBB_TSZ_20D,0.0,1.5468436084294836e-05,4.880328655250499e-05,1.1313253345737923e-05,4.781040591881467e-05,1.292665607573238e-05
VOL_ATRSqueezeBB_TSR_252D,4.613604292442254e-05,7.532067384367131e-05,4.367119506753112e-05,4.976201393269874e-05,8.257182890367158e-06,0.00015795694390745432
VOL_HistVol20_TSZ_20D,5.452511518915116e-06,6.584448440108873e-05,1.0933783249372707e-05,1.5369010582630304e-05,7.161322457452989e-05,4.3942312218070815e-05
VOL_HistVol20_TSR_252D,0.0,2.6105525857124563e-05,6.413494279574984e-05,0.00013008979548248425,3.729854507678844e-05,1.1219950425446522e-05
VOL_HV30_TSZ_20D,0.0002871002147215495,0.0003556837398077435,0.00019568561490668248,0.00041871245833298806,0.00039165814994603456,0.0002296768530557923
VOL_HV30_TSR_252D,6.208786535656516e-06,1.4812949498719312e-05,5.8610050331919184e-05,5.1579843274494906e-05,3.905314593174968e-05,4.783834741579902e-05
VOL_HVSlope_TSZ_20D,1.1490600037846978e-05,4.6744117542394085e-06,0.0001487332337029321,4.39545725837192e-05,3.314941305595094e-05,3.9211044245010075e-05
VOL_HVSlope_TSR_252D,4.3262695724421406e-05,0.0001762424317753072,0.00033932593361706416,0.00013828049697226766,9.607073476907492e-05,0.00011805300481673786
VOL_RealizedSkew20_TSZ_20D,2.9232158377681054e-05,0.00018439073432403383,3.087386780320974e-05,4.1164533160776786e-05,6.077726483521607e-06,3.130984326423788e-05
